User,Date,NumOfActsInDay
248097,2010-08-27,44
248097,2010-08-30,37
248097,2010-09-05,38
248097,2010-09-06,30
248097,2010-09-07,23
248097,2010-09-08,54
248097,2010-09-18,68
248097,2010-09-19,38
248097,2010-09-23,13
248097,2010-10-09,14
248097,2010-10-10,20
248097,2010-10-15,12
248097,2010-10-19,36
248097,2010-10-20,18
248097,2010-10-21,21
248097,2010-10-22,26
248097,2010-10-23,10
248097,2010-10-25,50
248097,2010-10-27,20
248097,2010-11-01,17
248097,2010-11-03,14
248097,2010-11-10,8
248097,2010-11-17,13
248097,2010-11-18,47
248097,2010-11-26,94
248097,2010-11-27,17
248097,2010-12-01,105
248097,2010-12-02,42
248097,2010-12-03,33
248097,2010-12-06,23
248097,2010-12-08,58
248097,2010-12-09,96
248097,2010-12-14,114
248097,2010-12-16,189
248097,2010-12-17,10
248097,2011-01-21,67
248097,2011-02-09,13
248097,2011-02-16,36
248097,2011-03-02,12
248097,2011-03-14,11
248097,2011-03-30,13
248097,2011-04-01,20
248097,2011-04-06,25
248097,2011-04-12,13
248097,2011-04-13,9
248097,2011-04-14,5
248775,2010-05-02,29
248775,2010-05-03,64
248775,2010-05-04,33
248775,2010-05-05,48
248775,2010-05-06,76
248775,2010-05-07,47
248775,2010-05-08,82
248775,2010-05-09,36
248775,2010-05-11,12
248775,2010-05-12,41
248775,2010-05-14,46
248775,2010-05-19,15
248775,2010-05-22,35
248775,2010-05-25,21
248775,2010-05-29,10
248775,2010-05-30,13
248775,2010-05-31,34
248775,2010-06-03,10
248775,2010-06-04,22
248775,2010-06-05,35
248775,2010-06-06,18
248775,2010-06-07,62
248775,2010-06-08,9
248775,2010-06-09,63
248775,2010-06-10,9
248775,2010-06-11,163
248775,2010-06-12,88
248775,2010-06-22,61
248775,2010-06-26,35
248775,2010-07-01,98
248775,2010-07-02,29
248775,2010-07-07,19
248775,2010-07-08,185
248775,2010-07-09,55
248775,2010-07-19,25
248775,2010-07-22,46
248775,2010-07-23,50
248775,2010-07-24,29
248775,2010-07-30,9
248775,2010-07-31,16
248775,2010-08-04,48
248775,2010-08-05,11
248775,2010-08-14,60
248775,2010-08-18,40
248775,2010-08-19,25
248775,2010-08-23,11
248775,2010-09-11,42
248775,2010-09-12,22
248775,2010-09-22,10
248775,2010-09-26,18
248775,2010-10-08,12
248775,2010-10-14,10
248775,2010-10-16,15
248775,2010-10-29,30
248775,2010-10-31,20
248775,2010-11-12,44
248775,2010-12-11,12
248775,2010-12-23,13
248775,2010-12-29,18
248775,2010-12-30,17
248775,2011-01-15,61
248775,2011-01-23,54
248775,2011-01-31,13
248775,2011-03-12,36
248775,2011-03-25,41
248775,2011-03-27,9
248775,2011-03-28,13
248775,2011-03-29,68
248775,2011-03-30,31
248775,2011-03-31,47
248775,2011-04-04,67
248775,2011-04-06,10
248775,2011-04-09,27
248775,2011-04-12,44
248775,2011-04-15,13
248775,2011-04-18,34
248775,2011-04-20,31
248888,2010-06-12,12
248888,2010-09-04,10
248888,2010-09-05,12
248888,2010-09-14,12
248888,2010-09-15,12
248888,2010-09-17,14
248888,2010-09-19,11
248888,2010-09-21,15
248888,2010-09-22,11
248888,2010-09-27,18
248888,2010-09-28,12
248888,2010-10-06,19
248888,2010-10-08,12
248888,2010-10-12,11
248888,2010-10-13,11
248888,2010-10-26,10
248888,2010-10-27,17
248888,2010-11-04,10
248888,2010-11-23,10
248888,2010-11-24,12
248888,2010-11-26,10
248888,2010-12-01,20
248888,2010-12-06,20
248888,2010-12-07,14
248888,2010-12-08,28
248888,2010-12-10,23
248888,2010-12-11,19
248888,2010-12-12,12
248888,2010-12-14,20
248888,2010-12-15,16
248888,2010-12-17,10
248888,2010-12-19,14
248888,2010-12-23,10
248888,2010-12-24,14
248888,2010-12-25,11
248888,2010-12-29,11
248888,2011-01-05,15
248888,2011-01-06,14
248888,2011-01-09,12
248888,2011-01-12,10
248888,2011-01-13,12
248888,2011-01-14,11
248888,2011-01-15,12
248888,2011-01-16,10
248888,2011-01-17,13
248888,2011-01-19,19
248888,2011-01-20,13
248888,2011-01-22,10
248888,2011-01-23,20
248888,2011-01-24,12
248888,2011-01-25,15
248888,2011-01-26,27
248888,2011-01-28,17
248888,2011-01-31,11
248888,2011-02-01,15
248888,2011-02-07,11
248888,2011-02-22,10
248888,2011-02-23,15
248888,2011-02-26,34
248888,2011-02-28,11
248888,2011-03-02,13
248888,2011-03-06,14
248888,2011-03-17,14
248888,2011-03-18,10
248888,2011-03-21,16
248888,2011-03-24,13
248888,2011-03-28,12
248888,2011-04-01,9
248888,2011-04-11,21
248888,2011-05-02,18
248888,2011-05-03,11
248888,2011-05-05,11
248888,2011-05-08,12
248888,2011-05-10,12
248888,2011-05-11,9
248910,2010-05-10,55
248910,2010-05-11,82
248910,2010-05-12,56
248910,2010-05-13,97
248910,2010-05-14,102
248910,2010-05-15,217
248910,2010-05-16,132
248910,2010-05-17,131
248910,2010-05-18,76
248910,2010-05-19,77
248910,2010-05-20,35
248910,2010-05-21,29
248910,2010-05-23,15
248910,2010-05-24,44
248910,2010-05-25,33
248910,2010-05-27,206
248910,2010-05-28,160
248910,2010-05-29,38
248910,2010-05-30,27
248910,2010-05-31,37
248910,2010-06-01,35
248910,2010-06-04,42
248910,2010-06-06,18
248910,2010-06-07,18
248910,2010-06-08,9
248910,2010-06-09,103
248910,2010-06-10,11
248910,2010-06-12,25
248910,2010-06-18,10
248910,2010-06-19,97
248910,2010-06-22,11
248910,2010-06-25,26
248910,2010-06-26,52
248910,2010-06-29,102
248910,2010-06-30,21
248910,2010-07-01,13
248910,2010-07-02,9
248910,2010-07-05,34
248910,2010-07-08,17
248910,2010-07-12,113
248910,2010-07-15,85
248910,2010-07-16,42
248910,2010-07-18,10
248910,2010-07-24,23
248910,2010-07-29,27
248910,2010-07-30,25
248910,2010-07-31,18
248910,2010-08-04,10
248910,2010-08-05,11
248910,2010-08-21,15
248910,2010-08-27,13
248910,2010-09-03,14
248910,2010-09-06,28
248910,2010-09-08,11
248910,2010-09-10,36
248910,2010-09-13,26
248910,2010-09-15,20
248910,2010-10-03,20
248910,2010-10-08,16
248910,2010-10-12,20
248910,2010-10-13,16
248910,2010-10-14,10
248910,2010-10-15,10
248910,2010-10-18,11
248910,2010-10-22,12
248910,2010-10-27,12
248910,2010-10-31,26
248910,2010-11-10,13
248910,2010-11-18,16
248910,2010-11-20,13
248910,2010-11-23,13
248910,2011-02-26,8
248943,2010-05-20,10
248943,2010-05-24,13
248943,2010-05-25,10
248943,2010-06-02,11
248943,2010-06-08,10
248943,2010-06-14,10
248943,2010-06-16,15
248943,2010-06-26,12
248943,2010-06-30,15
248943,2010-07-02,9
248943,2010-07-04,17
248943,2010-07-05,22
248943,2010-07-06,11
248943,2010-07-07,9
248943,2010-07-08,17
248943,2010-07-09,12
248943,2010-07-12,17
248943,2010-07-13,36
248943,2010-07-14,18
248943,2010-07-15,17
248943,2010-07-16,9
248943,2010-07-17,10
248943,2010-07-18,18
248943,2010-07-19,13
248943,2010-07-20,22
248943,2010-07-21,13
248943,2010-07-22,55
248943,2010-07-23,20
248943,2010-07-24,15
248943,2010-07-25,14
248943,2010-07-27,21
248943,2010-07-28,63
248943,2010-07-30,11
248943,2010-08-01,35
248943,2010-08-02,24
248943,2010-08-03,15
248943,2010-08-04,16
248943,2010-08-10,24
248943,2010-08-11,17
248943,2010-08-12,13
248943,2010-08-15,29
248943,2010-08-16,40
248943,2010-08-25,11
248943,2010-08-26,13
248943,2010-08-27,42
248943,2010-08-28,21
248943,2010-08-29,19
248943,2010-08-30,30
248943,2010-08-31,38
248943,2010-09-01,26
248943,2010-09-02,49
248943,2010-09-03,67
248943,2010-09-04,19
248943,2010-09-06,12
248943,2010-09-07,32
248943,2010-09-08,10
248943,2010-09-11,19
248943,2010-09-13,13
248943,2010-09-15,31
248943,2010-09-16,21
248943,2010-09-17,25
248943,2010-09-18,29
248943,2010-09-20,17
248943,2010-09-21,38
248943,2010-09-22,27
248943,2010-10-05,20
248943,2010-10-13,38
248943,2010-10-15,8
248943,2010-10-18,26
248943,2010-10-19,31
248943,2010-10-20,26
248943,2010-10-21,14
248943,2010-10-22,19
248943,2010-10-25,16
248943,2010-10-27,11
248943,2010-10-28,28
248943,2010-11-01,16
248943,2010-11-02,12
248943,2010-11-03,24
248943,2010-11-04,10
248943,2010-11-06,8
248943,2010-11-09,9
248943,2010-11-10,15
248943,2010-11-21,11
248943,2010-12-03,21
248943,2010-12-15,12
248943,2010-12-22,15
248943,2010-12-25,19
248943,2011-01-18,10
248943,2011-01-20,15
248943,2011-01-24,11
248943,2011-02-04,10
248943,2011-02-05,7
248943,2011-02-07,11
248943,2011-02-09,11
248943,2011-02-10,19
248943,2011-02-15,21
248943,2011-02-16,11
248943,2011-02-17,11
248943,2011-02-19,10
248943,2011-02-23,9
248943,2011-02-28,12
248943,2011-03-02,11
248943,2011-03-05,11
248943,2011-03-07,22
248943,2011-03-09,12
248943,2011-03-13,10
248943,2011-03-16,21
248943,2011-03-17,13
248943,2011-03-23,14
248943,2011-03-24,18
248943,2011-03-25,10
248943,2011-03-31,11
248943,2011-04-01,11
248943,2011-04-03,10
248943,2011-04-04,14
248943,2011-04-05,15
248943,2011-04-06,17
248943,2011-04-07,11
248943,2011-04-09,14
248943,2011-04-10,18
248943,2011-04-11,16
248943,2011-04-14,10
248943,2011-04-18,19
248943,2011-04-20,11
248943,2011-04-23,11
248943,2011-04-26,10
248943,2011-04-29,11
248943,2011-04-30,16
248943,2011-05-02,11
248943,2011-05-04,12
248943,2011-05-05,15
248943,2011-05-08,20
248943,2011-05-09,9
248943,2011-05-16,16
248943,2011-05-18,15
248943,2011-05-22,20
248943,2011-05-23,10
248943,2011-05-31,21
248943,2011-06-01,17
248943,2011-06-02,11
248943,2011-06-06,21
248943,2011-06-09,10
248943,2011-06-11,10
249371,2010-05-05,9
249371,2010-05-07,10
249371,2010-05-08,14
249371,2010-05-11,10
249371,2010-05-12,14
249371,2010-05-14,11
249371,2010-05-16,14
249371,2010-05-18,18
249371,2010-05-20,14
249371,2010-05-21,13
249371,2010-05-22,16
249371,2010-05-26,17
249371,2010-05-30,8
249371,2010-05-31,13
249371,2010-06-03,11
249371,2010-06-06,10
249371,2010-06-08,10
249371,2010-06-09,10
249371,2010-06-10,24
249371,2010-06-12,10
249371,2010-06-13,9
249371,2010-06-15,12
249371,2010-06-16,20
249371,2010-06-18,10
249371,2010-07-01,10
249371,2010-07-03,9
249371,2010-07-07,19
249371,2010-07-08,15
249371,2010-07-09,18
249371,2010-07-10,13
249371,2010-07-11,14
249371,2010-07-13,18
249371,2010-07-15,21
249371,2010-07-16,45
249371,2010-07-17,11
249371,2010-07-21,10
249371,2010-07-26,10
249371,2010-07-28,20
249371,2010-08-01,10
249371,2010-08-04,12
249371,2010-08-06,27
249371,2010-08-08,8
249371,2010-08-09,13
249371,2010-08-10,31
249371,2010-08-11,55
249371,2010-08-12,25
249371,2010-08-13,50
249371,2010-08-14,44
249371,2010-08-15,17
249371,2010-08-16,20
249371,2010-08-17,43
249371,2010-08-18,49
249371,2010-08-19,24
249371,2010-08-20,47
249371,2010-08-21,42
249371,2010-08-23,22
249371,2010-08-24,43
249371,2010-08-25,39
249371,2010-08-26,18
249371,2010-08-27,30
249371,2010-08-28,36
249371,2010-08-29,31
249371,2010-08-30,23
249371,2010-09-01,15
249371,2010-09-03,11
249371,2010-09-05,36
249371,2010-09-06,40
249371,2010-09-07,27
249371,2010-09-09,12
249371,2010-09-10,13
249371,2010-09-12,12
249371,2010-09-18,28
249371,2010-09-20,12
249371,2010-09-22,15
249371,2010-09-25,14
249371,2010-10-10,8
249371,2010-10-14,37
249371,2010-10-15,18
249371,2010-10-16,16
249371,2010-10-17,18
249371,2010-10-18,10
249371,2010-10-19,20
249371,2010-10-21,27
249371,2010-10-24,61
249371,2010-10-25,13
249371,2010-10-27,36
249371,2010-10-30,15
249371,2010-10-31,18
249371,2010-11-02,9
249371,2010-11-03,9
249371,2010-11-12,15
249371,2010-11-13,50
249371,2010-11-16,21
249371,2010-11-17,47
249371,2010-11-18,29
249371,2010-11-19,16
249371,2010-11-20,18
249371,2010-11-21,11
249371,2010-11-26,21
249371,2010-11-27,28
249371,2010-12-01,30
249371,2010-12-02,43
249371,2010-12-03,36
249371,2010-12-04,27
249371,2010-12-05,9
249371,2010-12-06,26
249371,2010-12-07,10
249371,2010-12-08,22
249371,2010-12-09,31
249371,2010-12-10,38
249371,2010-12-12,12
249371,2010-12-13,11
249371,2010-12-14,14
249371,2010-12-16,31
249371,2010-12-17,17
249371,2010-12-20,9
249371,2010-12-23,12
249371,2011-01-25,23
249371,2011-01-27,80
249371,2011-02-03,17
249371,2011-02-04,13
249371,2011-02-05,10
249371,2011-02-06,20
249371,2011-02-07,18
249371,2011-02-09,13
249371,2011-02-16,9
249371,2011-03-04,15
249371,2011-03-10,10
249371,2011-03-17,16
249371,2011-03-18,23
249371,2011-03-19,42
249371,2011-03-20,54
249371,2011-03-21,16
249371,2011-03-22,21
249371,2011-03-24,11
249371,2011-03-30,10
249371,2011-03-31,41
249371,2011-04-07,20
249371,2011-04-12,19
249371,2011-04-13,29
249371,2011-04-14,11
249371,2011-04-15,29
249371,2011-04-16,16
249371,2011-04-17,101
249371,2011-04-18,53
249371,2011-04-19,38
249371,2011-04-20,25
249371,2011-04-21,30
249371,2011-04-22,98
249371,2011-04-23,40
249371,2011-04-24,28
249371,2011-04-25,11
249371,2011-04-26,17
249371,2011-04-30,12
249371,2011-05-07,10
249371,2011-05-18,10
249371,2011-05-21,10
249371,2011-05-22,15
249371,2011-05-23,22
249371,2011-05-24,14
249371,2011-05-25,23
249371,2011-05-26,9
249371,2011-06-01,10
249371,2011-06-02,8
250831,2010-05-08,6
250831,2010-05-21,15
250831,2010-05-22,22
250831,2010-05-23,27
250831,2010-05-29,9
250831,2010-06-23,12
250831,2010-07-01,19
250831,2010-07-02,10
250831,2010-07-06,11
250831,2010-07-08,9
250831,2010-07-12,31
250831,2010-07-16,12
250831,2010-07-17,11
250831,2010-07-21,11
250831,2010-07-22,13
250831,2010-07-24,16
250831,2010-07-29,9
250831,2010-08-02,8
250831,2010-08-03,21
250831,2010-08-04,26
250831,2010-08-05,18
250831,2010-08-09,10
250831,2010-08-10,12
250831,2010-08-11,19
250831,2010-08-14,10
250831,2010-08-21,15
250831,2010-08-28,11
250831,2010-08-29,11
250831,2010-08-30,9
250831,2010-09-01,11
250831,2010-09-02,10
250831,2010-09-03,14
250831,2010-09-04,10
250831,2010-09-05,15
250831,2010-09-06,18
250831,2010-09-14,11
250831,2010-09-15,9
250831,2010-09-16,10
250831,2010-09-17,11
250831,2010-09-18,13
250831,2010-09-20,11
250831,2010-09-24,10
250831,2010-09-25,24
250831,2010-09-30,11
250831,2010-10-02,18
250831,2010-10-05,9
250831,2010-10-06,17
250831,2010-10-07,20
250831,2010-10-09,11
250831,2010-10-16,22
250831,2010-10-21,13
250831,2010-10-23,17
250831,2010-10-24,10
250831,2010-10-27,10
250831,2010-10-30,16
250831,2010-11-01,10
250831,2010-11-02,12
250831,2010-11-04,9
250831,2010-11-12,20
250831,2010-11-19,13
250831,2010-11-27,14
250831,2010-12-06,11
250831,2010-12-07,11
250831,2010-12-10,22
250831,2010-12-11,16
250831,2010-12-13,11
250831,2010-12-17,46
250831,2010-12-18,20
250831,2010-12-19,30
250831,2010-12-20,24
250831,2010-12-21,14
250831,2010-12-23,20
250831,2010-12-27,10
250831,2010-12-30,11
250831,2010-12-31,11
250831,2011-01-02,15
250831,2011-01-05,13
250831,2011-01-08,14
250831,2011-01-11,24
250831,2011-01-13,11
250831,2011-01-14,18
250831,2011-01-15,23
250831,2011-01-19,22
250831,2011-01-21,33
250831,2011-01-22,26
250831,2011-01-23,12
250831,2011-01-24,12
250831,2011-02-05,15
250831,2011-02-12,10
250831,2011-02-15,12
250831,2011-02-21,11
250831,2011-03-05,12
250831,2011-03-15,10
250831,2011-03-16,13
250831,2011-03-28,10
250831,2011-03-31,13
250831,2011-04-02,9
250831,2011-04-09,14
250831,2011-04-15,20
250831,2011-04-17,14
250831,2011-04-18,10
250831,2011-04-21,12
250831,2011-04-22,15
250831,2011-04-25,14
250831,2011-04-29,13
250831,2011-04-30,17
250831,2011-05-07,13
250831,2011-05-08,11
250831,2011-05-12,10
250831,2011-05-15,10
250831,2011-05-27,42
250831,2011-05-29,27
250831,2011-06-01,14
250831,2011-06-03,9
250831,2011-06-09,10
250831,2011-06-16,11
250831,2011-06-17,11
250831,2011-06-18,12
250831,2011-06-23,10
250831,2011-06-27,13
250831,2011-06-29,8
251308,2010-05-07,36
251308,2010-05-08,52
251308,2010-05-09,129
251308,2010-05-10,50
251308,2010-05-11,60
251308,2010-05-12,56
251308,2010-05-13,40
251308,2010-05-14,10
251308,2010-05-15,73
251308,2010-05-16,81
251308,2010-05-17,51
251308,2010-05-18,52
251308,2010-05-19,56
251308,2010-05-21,14
251308,2010-05-22,19
251308,2010-05-24,26
251308,2010-05-25,22
251308,2010-05-26,29
251308,2010-05-27,62
251308,2010-05-28,20
251308,2010-05-29,140
251308,2010-05-30,64
251308,2010-05-31,135
251308,2010-06-01,207
251308,2010-06-02,107
251308,2010-06-03,25
251308,2010-06-04,20
251308,2010-06-05,29
251308,2010-06-06,46
251308,2010-06-07,43
251308,2010-06-08,23
251308,2010-06-09,137
251308,2010-06-10,81
251308,2010-06-11,54
251308,2010-06-12,10
251308,2010-06-13,241
251308,2010-06-14,17
251308,2010-06-15,11
251308,2010-06-16,24
251308,2010-06-17,16
251308,2010-06-18,158
251308,2010-06-19,116
251308,2010-06-20,59
251308,2010-06-21,35
251308,2010-06-22,11
251308,2010-06-23,287
251308,2010-06-24,277
251308,2010-06-25,45
251308,2010-06-26,56
251308,2010-06-28,21
251308,2010-06-29,55
251308,2010-06-30,38
251308,2010-07-01,172
251308,2010-07-02,26
251308,2010-07-03,53
251308,2010-07-04,609
251308,2010-07-05,42
251308,2010-07-06,214
251308,2010-07-07,15
251308,2010-07-08,9
251308,2010-07-09,26
251308,2010-07-10,57
251308,2010-07-12,18
251308,2010-07-15,13
251308,2010-07-16,23
251308,2010-07-17,12
251308,2010-07-18,33
251308,2010-07-20,12
251308,2010-07-21,191
251308,2010-07-22,46
251308,2010-08-04,43
251308,2010-08-09,17
251308,2010-08-10,20
251308,2010-08-11,79
251308,2010-08-12,39
251308,2010-08-13,31
251308,2010-08-17,32
251308,2010-08-18,43
251308,2010-08-21,179
251308,2010-08-28,11
251308,2010-09-12,16
251308,2010-09-21,12
251308,2010-09-23,16
251308,2010-09-24,12
251308,2010-10-08,23
251308,2010-10-09,14
251308,2010-10-11,21
251308,2010-10-13,13
251308,2010-10-16,14
251308,2010-10-25,9
251308,2010-11-25,13
251308,2010-12-14,14
251308,2010-12-19,18
251308,2011-07-09,12
251408,2010-05-03,15
251408,2010-05-04,55
251408,2010-05-05,18
251408,2010-05-06,79
251408,2010-05-07,16
251408,2010-05-09,155
251408,2010-05-10,107
251408,2010-05-11,176
251408,2010-05-12,239
251408,2010-05-13,172
251408,2010-05-14,77
251408,2010-05-15,15
251408,2010-05-17,105
251408,2010-05-18,109
251408,2010-05-19,104
251408,2010-05-20,167
251408,2010-05-21,31
251408,2010-05-22,39
251408,2010-05-23,266
251408,2010-05-24,358
251408,2010-05-25,227
251408,2010-05-26,334
251408,2010-05-27,180
251408,2010-05-28,341
251408,2010-05-29,185
251408,2010-05-30,310
251408,2010-05-31,74
251408,2010-06-01,217
251408,2010-06-02,264
251408,2010-06-03,174
251408,2010-06-04,365
251408,2010-06-05,155
251408,2010-06-06,149
251408,2010-06-07,235
251408,2010-06-08,314
251408,2010-06-09,281
251408,2010-06-10,212
251408,2010-06-11,14
251408,2010-06-12,21
251408,2010-06-13,228
251408,2010-06-14,86
251408,2010-06-15,207
251408,2010-06-16,289
251408,2010-06-17,190
251408,2010-06-19,425
251408,2010-06-20,195
251408,2010-06-21,732
251408,2010-06-22,101
251408,2010-06-23,29
251408,2010-06-24,32
251408,2010-06-25,18
251408,2010-06-28,28
251408,2010-07-01,158
251408,2010-07-03,133
251408,2010-07-07,22
251408,2010-07-08,20
251408,2010-07-10,129
251408,2010-07-11,37
251408,2010-07-15,34
251408,2010-07-17,148
251408,2010-07-20,15
251408,2010-07-21,34
251408,2010-07-22,38
251408,2010-07-24,82
251408,2010-07-26,10
251408,2010-07-27,8
251408,2010-07-28,30
251408,2010-07-31,13
251408,2010-08-01,15
251408,2010-08-02,92
251408,2010-08-03,35
251408,2010-08-04,65
251408,2010-08-05,88
251408,2010-08-06,32
251408,2010-08-07,131
251408,2010-08-09,26
251408,2010-08-10,24
251408,2010-08-11,28
251408,2010-08-12,14
251408,2010-08-13,24
251408,2010-08-15,93
251408,2010-08-16,20
251408,2010-08-17,35
251408,2010-08-18,86
251408,2010-08-19,135
251408,2010-08-20,16
251408,2010-08-26,11
251408,2010-08-30,8
251408,2010-08-31,15
251408,2010-09-04,87
251408,2010-09-05,16
251408,2010-09-09,35
251408,2010-09-10,80
251408,2010-10-09,27
251408,2010-10-12,45
251408,2010-10-16,97
251408,2010-10-23,115
251408,2010-11-20,131
251408,2010-11-27,44
251408,2010-12-02,102
251408,2010-12-07,45
251408,2010-12-11,42
251553,2010-06-06,15
251553,2010-06-07,12
251553,2010-06-16,13
251553,2010-07-03,8
251553,2010-07-09,9
251553,2010-07-15,17
251553,2010-07-16,17
251553,2010-07-20,12
251553,2010-07-21,11
251553,2010-07-26,13
251553,2010-08-01,19
251553,2010-08-02,36
251553,2010-08-03,11
251553,2010-08-06,10
251553,2010-08-08,18
251553,2010-08-13,28
251553,2010-08-21,17
251553,2010-08-26,11
251553,2010-08-31,12
251553,2010-09-15,10
251553,2010-09-16,10
251553,2010-09-17,11
251553,2010-09-20,14
251553,2010-09-28,10
251553,2010-10-01,10
251553,2010-10-08,9
251553,2010-10-16,12
251553,2010-10-18,31
251553,2010-10-21,11
251553,2010-11-01,13
251553,2010-11-02,8
251553,2010-11-05,18
251553,2010-11-11,15
251553,2010-11-12,18
251553,2010-11-21,12
251553,2010-12-12,10
251553,2010-12-21,11
251553,2010-12-23,12
251553,2010-12-30,11
251553,2011-01-11,10
251553,2011-01-14,16
251553,2011-01-16,11
251553,2011-01-19,10
251553,2011-01-21,14
251553,2011-01-22,15
251553,2011-01-23,19
251553,2011-01-24,14
251553,2011-01-25,19
251553,2011-01-26,27
251553,2011-01-27,23
251553,2011-01-28,32
251553,2011-01-31,23
251553,2011-02-02,12
251553,2011-02-05,19
251553,2011-02-06,15
251553,2011-02-07,26
251553,2011-02-10,11
251553,2011-02-12,21
251553,2011-02-14,14
251553,2011-02-15,10
251553,2011-02-16,30
251553,2011-02-21,10
251553,2011-02-22,12
251553,2011-02-27,18
251553,2011-03-01,11
251553,2011-03-04,10
251553,2011-03-05,12
251553,2011-03-07,25
251553,2011-03-08,10
251553,2011-03-10,18
251553,2011-03-14,11
251553,2011-03-16,10
251553,2011-03-23,23
251553,2011-03-24,11
251553,2011-03-28,17
251553,2011-03-29,12
251553,2011-03-30,10
251553,2011-03-31,22
251553,2011-04-07,10
251553,2011-04-11,12
251553,2011-04-13,10
251553,2011-04-14,12
251553,2011-04-18,12
251553,2011-04-25,16
251553,2011-04-26,11
251553,2011-04-27,10
251553,2011-05-02,9
251553,2011-05-03,13
251553,2011-05-05,13
251553,2011-05-09,12
251553,2011-05-12,10
251553,2011-05-18,11
251553,2011-05-21,10
251553,2011-05-22,23
251553,2011-05-23,9
251553,2011-05-29,11
251553,2011-05-30,18
251553,2011-05-31,19
251553,2011-06-09,11
251553,2011-06-10,15
251553,2011-06-11,12
251553,2011-06-13,13
251553,2011-06-15,10
251553,2011-06-17,19
251553,2011-06-20,10
251553,2011-06-22,8
251577,2010-05-04,14
251577,2010-05-05,17
251577,2010-05-06,22
251577,2010-05-07,18
251577,2010-05-10,12
251577,2010-05-12,13
251577,2010-05-14,15
251577,2010-05-15,12
251577,2010-05-17,11
251577,2010-05-18,10
251577,2010-05-19,10
251577,2010-05-20,12
251577,2010-05-21,11
251577,2010-05-25,14
251577,2010-05-26,13
251577,2010-05-27,12
251577,2010-05-28,15
251577,2010-05-31,10
251577,2010-06-01,10
251577,2010-06-02,9
251577,2010-06-03,13
251577,2010-06-04,10
251577,2010-06-07,15
251577,2010-06-08,13
251577,2010-06-09,19
251577,2010-06-10,19
251577,2010-06-11,14
251577,2010-06-14,14
251577,2010-06-15,14
251577,2010-06-16,16
251577,2010-06-17,21
251577,2010-06-18,14
251577,2010-06-19,12
251577,2010-07-02,11
251577,2010-07-05,9
251577,2010-07-06,15
251577,2010-07-07,12
251577,2010-07-08,24
251577,2010-07-09,23
251577,2010-07-10,9
251577,2010-07-12,15
251577,2010-07-13,18
251577,2010-07-14,29
251577,2010-07-15,21
251577,2010-07-16,23
251577,2010-07-19,42
251577,2010-07-20,54
251577,2010-07-21,26
251577,2010-07-22,26
251577,2010-07-23,32
251577,2010-07-26,24
251577,2010-07-27,18
251577,2010-07-28,19
251577,2010-07-29,30
251577,2010-07-30,37
251577,2010-08-02,29
251577,2010-08-03,17
251577,2010-08-04,33
251577,2010-08-05,18
251577,2010-08-06,12
251577,2010-08-07,25
251577,2010-08-09,11
251577,2010-08-10,13
251577,2010-08-11,14
251577,2010-08-12,16
251577,2010-08-13,16
251577,2010-08-16,11
251577,2010-08-17,17
251577,2010-08-18,11
251577,2010-08-21,13
251577,2010-08-24,15
251577,2010-08-26,9
251577,2010-08-27,14
251577,2010-09-01,12
251577,2010-09-03,15
251577,2010-09-05,14
251577,2010-09-07,19
251577,2010-09-09,10
251577,2010-09-10,15
251577,2010-09-11,14
251577,2010-09-16,9
251577,2010-09-17,11
251577,2010-09-20,13
251577,2010-09-21,10
251577,2010-09-22,17
251577,2010-09-24,11
251577,2010-10-11,13
251577,2010-10-14,16
251577,2010-10-21,11
251577,2010-10-22,10
251577,2010-11-02,13
251577,2010-11-03,13
251577,2010-11-08,14
251577,2010-11-11,12
251577,2010-11-18,13
251577,2010-11-19,13
251577,2010-11-22,10
251577,2010-11-25,12
251577,2010-12-03,14
251577,2010-12-06,10
251577,2010-12-07,16
251577,2010-12-09,12
251577,2010-12-13,13
251577,2010-12-14,9
251577,2010-12-15,10
251577,2010-12-20,13
251577,2010-12-21,22
251577,2011-01-21,10
251577,2011-01-24,10
251577,2011-02-17,10
251577,2011-03-03,11
251577,2011-03-18,14
251577,2011-03-28,10
251577,2011-04-07,10
251577,2011-04-11,16
251577,2011-04-26,12
251577,2011-05-04,11
252956,2010-05-13,9
252956,2010-05-14,9
252956,2010-05-18,13
252956,2010-05-19,9
252956,2010-05-26,22
252956,2010-05-27,119
252956,2010-05-30,15
252956,2010-06-01,15
252956,2010-06-20,10
252956,2010-06-27,11
252956,2010-06-28,11
252956,2010-06-30,12
252956,2010-07-01,14
252956,2010-07-03,11
252956,2010-07-13,17
252956,2010-07-20,13
252956,2010-07-21,16
252956,2010-07-30,12
252956,2010-07-31,23
252956,2010-08-02,20
252956,2010-08-04,12
252956,2010-08-05,12
252956,2010-08-07,22
252956,2010-08-09,20
252956,2010-08-15,12
252956,2010-08-19,18
252956,2010-08-20,18
252956,2010-08-21,21
252956,2010-08-22,12
252956,2010-08-23,27
252956,2010-08-24,27
252956,2010-08-25,29
252956,2010-08-26,23
252956,2010-08-27,31
252956,2010-08-28,25
252956,2010-08-30,10
252956,2010-09-07,12
252956,2010-09-08,11
252956,2010-09-09,12
252956,2010-09-14,15
252956,2010-09-15,10
252956,2010-09-17,11
252956,2010-09-23,11
252956,2010-09-25,10
252956,2010-10-14,15
252956,2010-10-23,17
252956,2010-10-26,11
